app_class,scenario,device,app,vm,energy
TwoDCNSApps,Router_Only,cloud ,dcns_1,user_interface_1,2.5198214285721376
TwoDCNSApps,Router_Only,cloud ,dcns_0,user_interface,3.343821428571482
TwoDCNSApps,Router_Only,d-0 ,dcns_1,object_tracker_1,10.746934021428833
TwoDCNSApps,Router_Only,d-0 ,dcns_1,object_detector_1,20.790797592857743
TwoDCNSApps,Router_Only,d-0 ,dcns_0,object_tracker,10.746934021428833
TwoDCNSApps,Router_Only,d-0 ,dcns_0,object_detector,23.603079392856678
TwoDCNSApps,Router_Only,m-0-0 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Only,m-0-0 ,dcns_0,motion_detector,35.93544149999972
TwoDCNSApps,Router_Only,m-0-1 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Only,m-0-1 ,dcns_0,motion_detector,35.93544149999972
TwoDCNSApps,Router_Only,m-0-2 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Only,m-0-2 ,dcns_0,motion_detector,35.93544149999972
TwoDCNSApps,Router_Only,m-0-3 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Only,m-0-3 ,dcns_0,motion_detector,35.93544149999972
HighResTwoDCNSApps,Router_Only,cloud ,dcns_1,user_interface_1,2.979642857144463
HighResTwoDCNSApps,Router_Only,cloud ,dcns_0,user_interface,4.627642857143152
HighResTwoDCNSApps,Router_Only,d-0 ,dcns_1,object_tracker_1,10.74693402142883
HighResTwoDCNSApps,Router_Only,d-0 ,dcns_1,object_detector_1,40.87852473571419
HighResTwoDCNSApps,Router_Only,d-0 ,dcns_0,object_tracker,10.74693402142883
HighResTwoDCNSApps,Router_Only,d-0 ,dcns_0,object_detector,46.50308833571513
HighResTwoDCNSApps,Router_Only,m-0-0 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Only,m-0-0 ,dcns_0,motion_detector,47.401871499999636
HighResTwoDCNSApps,Router_Only,m-0-1 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Only,m-0-1 ,dcns_0,motion_detector,47.401871499999636
HighResTwoDCNSApps,Router_Only,m-0-2 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Only,m-0-2 ,dcns_0,motion_detector,47.401871499999636
HighResTwoDCNSApps,Router_Only,m-0-3 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Only,m-0-3 ,dcns_0,motion_detector,47.401871499999636
LowResTwoDCNSApps,Router_Only,cloud ,dcns_1,user_interface_1,2.289910714285179
LowResTwoDCNSApps,Router_Only,cloud ,dcns_0,user_interface,2.7019107142896757
LowResTwoDCNSApps,Router_Only,d-0 ,dcns_1,object_tracker_1,10.746934021428833
LowResTwoDCNSApps,Router_Only,d-0 ,dcns_1,object_detector_1,10.746934021428833
LowResTwoDCNSApps,Router_Only,d-0 ,dcns_0,object_tracker,10.746934021428833
LowResTwoDCNSApps,Router_Only,d-0 ,dcns_0,object_detector,12.15307492142793
LowResTwoDCNSApps,Router_Only,m-0-0 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Only,m-0-0 ,dcns_0,motion_detector,30.20222649999954
LowResTwoDCNSApps,Router_Only,m-0-1 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Only,m-0-1 ,dcns_0,motion_detector,30.20222649999954
LowResTwoDCNSApps,Router_Only,m-0-2 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Only,m-0-2 ,dcns_0,motion_detector,30.20222649999954
LowResTwoDCNSApps,Router_Only,m-0-3 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Only,m-0-3 ,dcns_0,motion_detector,30.20222649999954
TwoDCNSApps,Router_Proxy,cloud ,dcns_1,user_interface_1,4.579821428570358
TwoDCNSApps,Router_Proxy,cloud ,dcns_0,user_interface,4.579821428570358
TwoDCNSApps,Router_Proxy,proxy-server ,dcns_1,object_tracker_1,11.450004471428217
TwoDCNSApps,Router_Proxy,proxy-server ,dcns_1,object_detector_1,22.33755258285697
TwoDCNSApps,Router_Proxy,d-0 ,dcns_0,object_tracker,11.450004471428217
TwoDCNSApps,Router_Proxy,d-0 ,dcns_0,object_detector,21.493868042857667
TwoDCNSApps,Router_Proxy,m-0-0 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Proxy,m-0-0 ,dcns_0,motion_detector,35.93544149999972
TwoDCNSApps,Router_Proxy,m-0-1 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Proxy,m-0-1 ,dcns_0,motion_detector,35.93544149999972
TwoDCNSApps,Router_Proxy,m-0-2 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Proxy,m-0-2 ,dcns_0,motion_detector,35.93544149999972
TwoDCNSApps,Router_Proxy,m-0-3 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Proxy,m-0-3 ,dcns_0,motion_detector,35.93544149999972
HighResTwoDCNSApps,Router_Proxy,cloud ,dcns_1,user_interface_1,5.039642857144275
HighResTwoDCNSApps,Router_Proxy,cloud ,dcns_0,user_interface,5.039642857144275
HighResTwoDCNSApps,Router_Proxy,proxy-server ,dcns_1,object_tracker_1,11.450004471428217
HighResTwoDCNSApps,Router_Proxy,proxy-server ,dcns_1,object_detector_1,43.268964265714196
HighResTwoDCNSApps,Router_Proxy,d-0 ,dcns_0,object_tracker,11.450004471428217
HighResTwoDCNSApps,Router_Proxy,d-0 ,dcns_0,object_detector,41.581595185715486
HighResTwoDCNSApps,Router_Proxy,m-0-0 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Proxy,m-0-0 ,dcns_0,motion_detector,47.401871499999636
HighResTwoDCNSApps,Router_Proxy,m-0-1 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Proxy,m-0-1 ,dcns_0,motion_detector,47.401871499999636
HighResTwoDCNSApps,Router_Proxy,m-0-2 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Proxy,m-0-2 ,dcns_0,motion_detector,47.401871499999636
HighResTwoDCNSApps,Router_Proxy,m-0-3 ,dcns_1,motion_detector_1,23.50618149999964
HighResTwoDCNSApps,Router_Proxy,m-0-3 ,dcns_0,motion_detector,47.401871499999636
LowResTwoDCNSApps,Router_Proxy,cloud ,dcns_1,user_interface_1,4.349910714288926
LowResTwoDCNSApps,Router_Proxy,cloud ,dcns_0,user_interface,4.349910714288926
LowResTwoDCNSApps,Router_Proxy,proxy-server ,dcns_1,object_tracker_1,11.450004471428217
LowResTwoDCNSApps,Router_Proxy,proxy-server ,dcns_1,object_detector_1,11.871846741432545
LowResTwoDCNSApps,Router_Proxy,d-0 ,dcns_0,object_tracker,11.450004471428217
LowResTwoDCNSApps,Router_Proxy,d-0 ,dcns_0,object_detector,11.450004471428217
LowResTwoDCNSApps,Router_Proxy,m-0-0 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Proxy,m-0-0 ,dcns_0,motion_detector,30.20222649999954
LowResTwoDCNSApps,Router_Proxy,m-0-1 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Proxy,m-0-1 ,dcns_0,motion_detector,30.20222649999954
LowResTwoDCNSApps,Router_Proxy,m-0-2 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Proxy,m-0-2 ,dcns_0,motion_detector,30.20222649999954
LowResTwoDCNSApps,Router_Proxy,m-0-3 ,dcns_1,motion_detector_1,6.306536499999638
LowResTwoDCNSApps,Router_Proxy,m-0-3 ,dcns_0,motion_detector,30.20222649999954
TwoDCNSApps,Router_Cloud,cloud ,dcns_1,user_interface_1,5.738571428572138
TwoDCNSApps,Router_Cloud,cloud ,dcns_1,object_tracker_1,37.868685714282165
TwoDCNSApps,Router_Cloud,cloud ,dcns_1,object_detector_1,71.41961142856768
TwoDCNSApps,Router_Cloud,cloud ,dcns_0,user_interface,4.579821428570358
TwoDCNSApps,Router_Cloud,d-0 ,dcns_0,object_tracker,11.450004471428217
TwoDCNSApps,Router_Cloud,d-0 ,dcns_0,object_detector,21.493868042857667
TwoDCNSApps,Router_Cloud,m-0-0 ,dcns_1,motion_detector_1,12.039751499999626
TwoDCNSApps,Router_Cloud,m-0-0 ,dcns_0,motion_detector,35.93544149999972
