scenario,Router_Only,Router_Only,Router_Only,Router_Only,Router_Only,Router_Only,Router_Proxy,Router_Proxy,Router_Proxy,Router_Proxy,Router_Proxy,Router_Proxy,Router_Cloud,Router_Cloud,Router_Cloud,Router_Cloud,Router_Cloud,Router_Cloud,Proxy_Only,Proxy_Only,Proxy_Only,Proxy_Only,Proxy_Only,Proxy_Only,Proxy_Cloud,Proxy_Cloud,Proxy_Cloud,Proxy_Cloud,Proxy_Cloud,Proxy_Cloud,Cloud_Only,Cloud_Only,Cloud_Only,Cloud_Only,Cloud_Only,Cloud_Only,ModuleBased_Router_Proxy,ModuleBased_Router_Proxy,ModuleBased_Router_Proxy,ModuleBased_Router_Proxy,ModuleBased_Router_Proxy,ModuleBased_Router_Proxy
app_class,HighResTwoDCNSApps,HighResTwoDCNSApps,LowResTwoDCNSApps,LowResTwoDCNSApps,TwoDCNSApps,TwoDCNSApps,HighResTwoDCNSApps,HighResTwoDCNSApps,LowResTwoDCNSApps,LowResTwoDCNSApps,TwoDCNSApps,TwoDCNSApps,HighResTwoDCNSApps,HighResTwoDCNSApps,LowResTwoDCNSApps,LowResTwoDCNSApps,TwoDCNSApps,TwoDCNSApps,HighResTwoDCNSApps,HighResTwoDCNSApps,LowResTwoDCNSApps,LowResTwoDCNSApps,TwoDCNSApps,TwoDCNSApps,HighResTwoDCNSApps,HighResTwoDCNSApps,LowResTwoDCNSApps,LowResTwoDCNSApps,TwoDCNSApps,TwoDCNSApps,HighResTwoDCNSApps,HighResTwoDCNSApps,LowResTwoDCNSApps,LowResTwoDCNSApps,TwoDCNSApps,TwoDCNSApps,HighResTwoDCNSApps,HighResTwoDCNSApps,LowResTwoDCNSApps,LowResTwoDCNSApps,TwoDCNSApps,TwoDCNSApps
app,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1,dcns_0,dcns_1
vm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motion_detector,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0
motion_detector_1,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822,0.0,208.8640859999981,0.0,56.036705999998134,0.0,106.97916599999822
object_detector,102.36460405714344,0.0,26.996525207142135,0.0,52.431267964286405,0.0,91.41602605714246,0.0,25.43474275714212,0.0,47.74592061428659,0.0,91.41602605714246,0.0,25.43474275714212,0.0,47.74592061428659,0.0,104.12925721714213,0.0,27.465059942141714,0.0,52.89221229857138,0.0,95.1643039371395,0.0,26.371812227141206,0.0,49.62005955428487,0.0,127.11023999994198,0.0,45.48479999998041,0.0,77.32415999999016,0.0,102.36460405714344,0.0,26.996525207142135,0.0,52.431267964286405,0.0
object_detector_1,0.0,89.87034445714247,0.0,23.8729603071433,0.0,46.18413816428551,0.0,95.12566189713955,0.0,26.371812227141206,0.0,49.62005955428487,0.0,125.97311999994301,0.0,54.581759999974395,0.0,86.42111999995915,0.0,91.72516237714152,0.0,24.34149504214297,0.0,46.64508249857065,0.0,125.97311999994301,0.0,54.581759999974395,0.0,86.42111999995915,0.0,157.97489922852492,0.0,27.290879999988107,0.0,64.47143301421997,0.0,89.87034445714247,0.0,23.8729603071433,0.0,46.18413816428551
object_tracker,23.626847314286127,0.0,23.872960307143295,0.0,23.626847314286145,0.0,25.17252891428498,0.0,25.43474275714212,0.0,25.434742757142118,0.0,25.17252891428498,0.0,25.43474275714212,0.0,25.434742757142118,0.0,23.626847314286145,0.0,23.872960307143295,0.0,23.626847314286145,0.0,25.17252891428498,0.0,25.434742757142118,0.0,25.434742757142118,0.0,71.63853351438074,0.0,44.59487999998213,0.0,39.31265301430012,0.0,24.16397167028245,0.0,24.136531221639693,0.0,23.980421980282536,0.0
object_tracker_1,0.0,23.626847314286127,0.0,23.872960307143295,0.0,23.626847314286145,0.0,25.17252891428498,0.0,25.434742757142118,0.0,25.17252891428498,0.0,64.50375000001956,0.0,76.04225142862785,0.0,81.8364428571426,0.0,23.626847314286145,0.0,23.872960307143295,0.0,23.626847314286145,0.0,64.50375000001956,0.0,76.04225142862785,0.0,81.8364428571426,0.0,82.59128571428182,0.0,74.4584057143005,0.0,83.04150620349668,0.0,23.795584222285246,0.0,23.950405395642434,0.0,23.73440099228528
